week_ending_date,Hokkaido_Observed,Aomori_Observed,Iwate_Observed,Miyagi_Observed,Akita_Observed,Yamagata_Observed,Fukushima_Observed,Ibaraki_Observed,Tochigi_Observed,Gunma_Observed,Saitama_Observed,Chiba_Observed,Tokyo_Observed,Kanagawa_Observed,Niigata_Observed,Toyama_Observed,Ishikawa_Observed,Fukui_Observed,Yamanashi_Observed,Nagano_Observed,Gifu_Observed,Shizuoka_Observed,Aichi_Observed,Mie_Observed,Shiga_Observed,Kyoto_Observed,Osaka_Observed,Hyogo_Observed,Nara_Observed,Wakayama_Observed,Tottori_Observed,Shimane_Observed,Okayama_Observed,Hiroshima_Observed,Yamaguchi_Observed,Tokushima_Observed,Kagawa_Observed,Ehime_Observed,Kochi_Observed,Fukuoka_Observed,Saga_Observed,Nagasaki_Observed,Kumamoto_Observed,Oita_Observed,Miyazaki_Observed,Kagoshima_Observed,Okinawa_Observed,Japan_Observed,Hokkaido_Estimated,Aomori_Estimated,Iwate_Estimated,Miyagi_Estimated,Akita_Estimated,Yamagata_Estimated,Fukushima_Estimated,Ibaraki_Estimated,Tochigi_Estimated,Gunma_Estimated,Saitama_Estimated,Chiba_Estimated,Tokyo_Estimated,Kanagawa_Estimated,Niigata_Estimated,Toyama_Estimated,Ishikawa_Estimated,Fukui_Estimated,Yamanashi_Estimated,Nagano_Estimated,Gifu_Estimated,Shizuoka_Estimated,Aichi_Estimated,Mie_Estimated,Shiga_Estimated,Kyoto_Estimated,Osaka_Estimated,Hyogo_Estimated,Nara_Estimated,Wakayama_Estimated,Tottori_Estimated,Shimane_Estimated,Okayama_Estimated,Hiroshima_Estimated,Yamaguchi_Estimated,Tokushima_Estimated,Kagawa_Estimated,Ehime_Estimated,Kochi_Estimated,Fukuoka_Estimated,Saga_Estimated,Nagasaki_Estimated,Kumamoto_Estimated,Oita_Estimated,Miyazaki_Estimated,Kagoshima_Estimated,Okinawa_Estimated,Japan_Estimated,Hokkaido_95Upper,Aomori_95Upper,Iwate_95Upper,Miyagi_95Upper,Akita_95Upper,Yamagata_95Upper,Fukushima_95Upper,Ibaraki_95Upper,Tochigi_95Upper,Gunma_95Upper,Saitama_95Upper,Chiba_95Upper,Tokyo_95Upper,Kanagawa_95Upper,Niigata_95Upper,Toyama_95Upper,Ishikawa_95Upper,Fukui_95Upper,Yamanashi_95Upper,Nagano_95Upper,Gifu_95Upper,Shizuoka_95Upper,Aichi_95Upper,Mie_95Upper,Shiga_95Upper,Kyoto_95Upper,Osaka_95Upper,Hyogo_95Upper,Nara_95Upper,Wakayama_95Upper,Tottori_95Upper,Shimane_95Upper,Okayama_95Upper,Hiroshima_95Upper,Yamaguchi_95Upper,Tokushima_95Upper,Kagawa_95Upper,Ehime_95Upper,Kochi_95Upper,Fukuoka_95Upper,Saga_95Upper,Nagasaki_95Upper,Kumamoto_95Upper,Oita_95Upper,Miyazaki_95Upper,Kagoshima_95Upper,Okinawa_95Upper,Japan_95Upper,Hokkaido_95Lower,Aomori_95Lower,Iwate_95Lower,Miyagi_95Lower,Akita_95Lower,Yamagata_95Lower,Fukushima_95Lower,Ibaraki_95Lower,Tochigi_95Lower,Gunma_95Lower,Saitama_95Lower,Chiba_95Lower,Tokyo_95Lower,Kanagawa_95Lower,Niigata_95Lower,Toyama_95Lower,Ishikawa_95Lower,Fukui_95Lower,Yamanashi_95Lower,Nagano_95Lower,Gifu_95Lower,Shizuoka_95Lower,Aichi_95Lower,Mie_95Lower,Shiga_95Lower,Kyoto_95Lower,Osaka_95Lower,Hyogo_95Lower,Nara_95Lower,Wakayama_95Lower,Tottori_95Lower,Shimane_95Lower,Okayama_95Lower,Hiroshima_95Lower,Yamaguchi_95Lower,Tokushima_95Lower,Kagawa_95Lower,Ehime_95Lower,Kochi_95Lower,Fukuoka_95Lower,Saga_95Lower,Nagasaki_95Lower,Kumamoto_95Lower,Oita_95Lower,Miyazaki_95Lower,Kagoshima_95Lower,Okinawa_95Lower,Japan_95Lower
03feb2019,20,4,8,5,3,4,7,13,9,8,32,23,48,19,7,9,0,4,3,7,3,13,14,3,2,6,28,15,3,2,1,2,7,7,1,5,2,3,1,15,4,5,3,7,3,8,10,406,15,5,4,7,4,4,7,10,7,7,22,17,35,23,7,3,3,2,3,5,6,11,18,6,5,7,28,16,4,4,2,2,4,8,4,2,3,5,2,15,3,4,5,4,4,5,4,349,22,8,8,12,7,7,11,15,11,11,30,24,46,32,12,6,6,5,6,9,11,17,25,11,8,11,37,22,7,7,4,4,8,12,7,5,6,9,5,22,6,7,9,8,7,9,7,397,9,1,1,3,1,1,3,5,3,3,14,10,25,15,3,1,0,0,0,2,2,6,11,2,1,2,19,9,1,1,0,0,1,3,1,0,1,2,0,9,0,1,2,1,1,2,1,302
10feb2019,19,1,3,7,3,1,6,7,7,8,20,17,36,22,9,5,3,3,3,7,4,13,21,7,6,6,19,15,4,4,1,0,5,9,7,0,1,4,3,8,3,6,8,2,2,8,7,360,16,5,5,7,4,4,7,10,7,7,22,17,35,24,8,3,3,2,3,5,7,12,18,6,5,7,28,16,4,4,2,2,5,7,4,3,4,5,2,15,3,4,5,4,4,5,4,353,22,8,8,12,7,7,12,16,11,12,30,24,46,32,13,6,6,5,6,9,11,17,26,11,8,11,37,23,7,8,4,5,8,12,8,5,7,9,5,22,6,8,9,8,7,9,7,405,9,1,1,3,1,1,3,5,3,3,14,11,24,15,3,0,0,0,0,2,3,6,12,2,1,2,19,10,1,1,0,0,1,3,1,0,1,2,0,9,0,1,2,1,1,2,1,303
17feb2019,25,2,4,10,1,3,3,11,3,7,27,22,38,24,3,5,1,0,2,9,9,12,18,6,7,5,28,17,6,3,4,2,3,7,7,0,2,4,1,9,3,3,3,5,6,7,7,384,16,5,5,7,4,4,7,10,6,7,21,18,36,23,8,3,3,2,3,6,6,11,18,7,5,7,28,16,4,4,2,2,5,8,4,3,4,5,2,15,3,4,6,4,4,5,4,356,22,8,8,12,7,7,12,16,11,12,29,25,47,32,13,6,6,5,6,9,11,17,25,11,9,12,37,23,7,8,4,5,9,12,8,5,7,9,5,22,6,8,9,8,7,9,7,409,9,1,1,3,1,1,3,5,3,3,14,11,25,15,3,0,1,0,0,2,3,6,11,2,1,2,19,10,1,1,0,0,2,3,1,0,1,2,0,9,0,1,2,1,1,2,1,305
24feb2019,13,8,6,2,4,1,4,12,4,7,17,26,43,34,7,4,2,1,0,9,8,10,21,9,1,4,30,15,4,2,1,1,3,10,4,4,4,3,3,28,4,3,3,2,1,6,5,393,16,5,5,7,4,4,7,10,6,8,22,18,37,25,8,3,3,2,3,6,6,12,17,7,5,7,28,16,4,4,2,2,5,8,5,2,3,6,2,16,3,4,6,5,4,5,4,362,22,9,8,12,7,8,12,16,10,12,30,24,48,33,13,6,6,5,6,10,11,17,24,11,9,12,37,23,7,8,4,5,9,13,8,5,7,10,5,23,7,8,9,8,7,9,7,416,9,2,1,3,1,1,3,5,2,3,14,11,26,17,4,1,1,0,1,2,2,6,11,2,1,2,20,10,1,1,0,0,2,4,1,0,1,2,0,9,1,1,2,1,1,2,1,310
03mar2019,22,0,7,8,7,4,13,9,7,11,24,23,54,32,10,4,2,1,3,7,8,14,30,5,7,6,22,14,3,4,0,2,12,8,7,6,3,6,3,17,4,9,7,2,3,7,2,459,15,6,5,7,4,4,7,10,6,8,22,18,37,25,9,4,3,3,3,6,7,12,18,7,5,7,28,16,4,4,2,3,5,8,5,2,4,5,3,16,3,4,6,5,4,5,4,365,22,9,8,11,7,8,12,15,10,12,30,25,48,34,14,7,6,5,6,10,11,17,24,11,9,11,37,23,8,8,4,5,9,13,8,5,7,9,5,23,7,8,10,9,7,9,8,416,9,2,1,3,1,1,3,5,2,3,14,11,26,17,4,1,1,0,0,2,3,6,11,3,1,2,19,10,1,1,0,0,2,3,1,0,1,2,0,10,1,1,2,2,1,1,1,317
10mar2019,16,3,4,11,2,7,11,7,10,9,35,24,35,20,5,2,4,2,5,8,7,18,23,7,5,6,34,19,0,4,1,1,9,7,2,1,1,5,2,9,3,0,5,3,7,7,7,413,17,6,5,7,4,4,7,10,7,8,24,19,39,26,9,4,4,0,3,7,7,12,19,7,5,7,29,17,5,5,2,3,6,8,5,2,4,6,3,17,3,5,6,5,4,5,4,385,24,10,9,12,7,8,12,16,11,13,32,26,51,35,14,7,7,0,6,11,12,18,26,11,9,12,38,24,8,8,4,5,9,13,9,5,7,10,6,24,7,8,10,9,7,9,7,436,10,2,2,3,1,1,3,5,3,4,16,12,28,18,4,1,1,0,0,3,3,6,12,3,2,3,20,11,1,1,0,0,2,4,2,0,1,2,0,10,1,1,2,2,1,2,1,336
17mar2019,19,4,6,8,4,3,6,10,5,6,15,18,28,22,5,2,3,3,4,11,6,11,22,10,4,2,19,18,8,0,1,2,6,8,1,1,2,7,2,13,1,6,6,3,4,8,5,358,17,6,5,7,4,4,7,10,6,8,24,20,39,26,9,4,4,3,3,7,7,12,19,7,5,7,29,17,5,5,0,2,6,8,5,2,4,6,3,17,3,5,6,5,4,6,4,387,24,10,8,12,8,8,12,15,11,13,32,28,51,35,15,7,7,5,6,11,12,18,26,11,9,12,38,24,9,9,0,5,10,13,9,5,7,10,6,24,6,8,10,9,8,10,8,441,11,2,1,3,1,1,3,5,3,4,16,13,27,18,4,1,1,0,0,3,3,7,12,2,2,3,20,11,2,2,0,0,2,4,2,0,1,2,0,10,0,1,2,2,1,2,1,337
24mar2019,16,6,7,9,6,8,8,3,8,7,29,8,37,16,8,4,3,3,5,8,8,11,37,4,3,10,33,16,5,2,1,4,10,4,8,2,3,3,5,15,4,3,7,0,4,6,4,411,18,6,5,8,4,4,7,10,7,8,23,21,38,26,9,4,4,3,3,7,6,12,19,7,5,7,29,18,5,5,0,2,6,8,5,2,4,5,3,17,3,5,5,5,4,5,5,387,25,10,8,12,8,8,12,15,11,13,32,28,51,35,15,7,8,6,6,11,11,18,26,11,9,12,38,25,9,9,0,5,10,13,8,5,7,9,6,24,6,8,9,9,7,9,8,441,11,2,1,3,1,1,3,5,3,4,15,13,27,18,4,1,1,0,0,3,3,6,12,2,1,3,20,11,2,2,0,0,2,4,1,0,1,2,0,11,0,1,2,2,1,2,1,336
31mar2019,21,4,7,7,8,5,10,6,8,8,22,16,49,38,13,4,4,1,3,6,5,11,31,1,4,9,32,23,11,3,1,4,10,6,5,1,4,4,2,14,2,0,2,8,9,4,7,453,18,6,5,8,4,4,7,9,7,8,23,21,37,26,9,4,4,3,3,6,7,11,18,6,5,7,27,17,5,5,0,2,6,9,4,2,4,5,3,16,3,4,6,5,4,5,5,380,25,10,9,12,8,8,12,15,12,12,32,28,49,34,15,7,7,5,6,11,11,17,26,11,8,12,36,24,9,9,0,5,10,14,8,5,7,9,6,23,6,8,9,9,7,9,8,433,11,2,2,3,1,1,3,4,3,3,15,14,26,17,4,1,1,0,0,2,3,6,12,2,1,3,19,10,2,2,0,0,2,4,1,0,1,2,0,10,0,1,2,1,1,2,1,329
07apr2019,24,6,4,10,5,6,13,19,5,10,22,17,50,35,12,2,3,2,3,8,8,7,17,5,6,3,24,22,8,8,4,6,5,6,2,1,1,4,3,16,0,7,5,2,2,3,10,441,18,7,5,8,4,4,7,10,7,8,23,21,37,26,9,4,4,3,3,6,6,11,19,6,4,7,27,17,5,5,2,2,5,9,4,2,4,5,3,16,3,5,5,5,4,5,5,380,25,11,9,12,8,8,12,15,11,12,31,29,48,34,14,8,7,5,6,10,11,17,26,11,8,11,37,24,9,9,4,5,9,14,8,5,7,9,6,23,6,8,9,8,7,9,8,431,11,3,2,3,1,1,3,5,3,3,15,14,26,17,4,1,1,0,0,2,2,6,12,2,1,2,19,11,2,2,0,0,2,4,1,0,1,2,0,10,0,1,2,1,1,2,1,331
14apr2019,16,1,5,12,8,4,7,8,11,3,22,24,36,33,10,4,3,3,2,5,9,13,24,5,5,5,31,9,0,5,4,2,7,2,4,2,1,7,0,14,3,9,6,4,5,6,3,402,18,6,5,8,4,5,7,9,7,7,23,21,37,25,8,4,4,3,3,6,7,11,19,6,4,7,28,17,5,5,2,2,5,9,4,2,3,5,3,16,3,5,5,5,4,5,5,376,25,10,9,13,7,8,12,15,12,12,31,29,49,33,14,7,7,5,6,10,11,16,27,10,8,11,37,24,9,10,5,5,9,13,7,5,6,9,6,23,6,8,9,8,8,9,8,425,11,2,2,3,1,1,3,4,3,3,15,14,26,17,4,1,1,0,0,2,3,6,12,2,1,2,19,11,2,2,0,0,2,4,1,0,1,2,0,9,0,1,2,1,1,2,1,328
21apr2019,16,4,4,9,3,6,7,12,5,9,34,17,36,27,6,3,1,4,3,8,6,7,20,8,4,5,29,24,3,2,0,1,4,10,4,2,5,10,1,15,4,3,12,5,6,3,5,412,18,6,5,8,4,5,7,9,7,7,23,21,37,24,9,4,4,3,3,6,7,11,20,6,5,7,29,18,5,5,2,2,5,9,4,2,3,5,3,16,3,5,5,4,4,6,5,376,25,10,9,13,7,8,12,14,12,12,31,28,49,33,14,7,7,5,6,10,12,17,27,10,8,11,38,25,9,9,5,5,9,14,7,4,6,9,6,22,6,8,9,8,7,9,8,429,11,2,2,4,1,1,3,4,3,3,15,13,25,16,4,1,1,0,0,2,3,6,12,2,1,2,20,11,2,2,0,0,2,4,1,0,1,2,0,9,0,1,2,1,1,2,1,326
28apr2019,12,2,2,6,3,4,13,11,5,6,17,16,34,16,10,2,3,1,2,5,2,11,20,2,6,2,28,19,6,1,0,1,4,9,4,2,5,9,8,17,1,3,9,3,2,1,2,347,17,6,5,8,4,4,7,9,7,7,22,20,37,24,8,4,4,2,3,6,7,11,19,6,4,6,29,17,5,5,2,2,5,9,4,2,3,5,3,15,3,4,5,4,4,5,5,374,24,10,9,13,7,8,12,14,12,12,30,28,49,32,13,7,7,5,6,10,11,17,26,11,8,11,38,24,8,9,4,5,9,14,8,4,6,9,6,21,6,8,9,8,8,9,8,426,11,2,2,4,1,1,3,4,3,3,14,13,26,16,3,1,1,0,0,2,2,6,12,2,1,2,20,11,1,2,0,0,2,4,1,0,1,2,0,9,0,1,2,1,1,2,1,324
05may2019,18,6,6,7,2,2,5,12,4,8,17,18,41,23,12,2,2,0,2,6,4,10,22,6,2,4,30,14,2,6,0,0,2,10,3,3,2,5,1,16,0,4,5,1,4,7,7,363,17,6,6,8,4,4,7,9,7,7,22,20,37,23,8,3,4,2,3,6,7,11,19,7,4,6,29,17,5,5,0,0,5,9,4,2,3,5,3,15,3,4,5,4,4,5,5,373,24,10,9,13,7,8,11,14,12,11,30,28,49,31,13,6,7,5,6,10,12,17,27,11,8,11,38,24,8,9,0,0,9,14,7,4,6,9,6,21,6,8,9,7,7,9,8,426,11,2,2,4,1,1,3,4,3,3,14,13,26,15,3,1,1,0,0,2,3,6,12,2,1,2,20,11,1,2,0,0,2,4,1,0,1,2,0,9,0,1,2,1,1,2,1,323
12may2019,15,4,4,9,6,4,6,12,8,4,20,23,42,29,4,7,5,2,3,9,7,12,21,7,4,7,31,22,6,3,3,2,3,11,5,3,3,6,1,13,4,2,5,2,2,10,6,417,18,6,6,8,4,4,7,8,7,7,22,20,38,23,8,4,4,2,3,6,7,11,20,7,5,6,29,17,4,5,0,0,5,9,4,2,3,5,3,15,3,4,5,4,4,5,4,376,25,10,10,13,7,8,12,13,12,11,30,28,50,31,13,7,7,5,6,10,11,17,28,11,9,11,38,24,8,8,0,0,9,14,8,4,6,9,6,21,6,8,9,7,8,9,8,426,11,2,2,4,1,1,3,4,3,3,15,13,27,15,4,1,1,0,0,2,3,6,13,3,1,2,20,11,1,1,0,0,2,4,1,0,0,2,0,9,0,1,2,1,1,2,1,327
19may2019,23,7,5,7,3,4,5,11,6,11,20,25,47,23,13,4,2,2,4,5,8,19,19,4,5,11,35,16,8,2,2,1,9,4,4,2,1,6,1,15,3,5,5,5,4,8,9,438,18,6,6,8,4,5,7,8,7,7,22,19,39,23,8,4,4,2,3,6,7,12,21,7,5,6,30,18,5,5,2,0,6,8,4,2,3,5,3,15,3,4,5,4,4,5,4,376,25,10,10,12,8,8,12,13,11,11,30,26,51,31,13,7,7,5,6,10,11,17,28,11,9,11,39,25,8,8,4,0,10,13,8,4,6,8,6,21,6,8,9,8,8,9,8,426,11,2,2,3,1,1,3,4,3,3,14,12,27,15,3,1,1,0,0,2,3,6,13,3,1,2,21,11,1,1,0,0,2,4,1,0,0,1,0,8,0,1,2,1,1,2,1,328
26may2019,21,0,7,6,5,2,6,9,7,7,20,15,33,37,6,1,3,1,1,3,1,12,12,7,4,5,27,18,7,2,0,6,5,12,6,4,1,4,3,20,6,5,6,8,4,4,0,379,17,5,6,8,5,5,7,9,7,7,22,18,37,23,9,3,4,2,3,6,7,12,21,6,5,6,30,17,4,4,2,2,6,8,4,2,3,5,3,15,2,4,5,4,4,6,4,370,24,9,10,12,8,8,12,14,11,11,30,25,49,31,14,6,7,5,6,10,11,17,28,11,9,11,40,24,8,8,4,5,10,13,8,4,6,8,6,21,5,8,8,8,8,9,8,423,10,2,2,3,1,1,3,4,3,3,14,11,26,15,4,1,1,0,0,2,3,6,13,2,2,2,21,11,1,1,0,0,2,4,1,0,0,1,0,8,0,1,1,1,1,2,1,319
02jun2019,25,9,3,8,1,2,7,13,2,13,28,23,52,15,9,5,5,0,1,5,9,16,20,4,6,11,40,20,4,8,0,1,5,11,5,0,3,5,3,9,12,0,8,1,4,8,6,445,17,5,6,8,5,4,7,9,7,7,22,18,36,24,9,3,4,2,3,6,6,12,21,6,5,6,29,18,4,4,2,2,5,8,5,2,3,5,3,14,2,4,5,4,4,6,4,372,24,9,10,12,8,8,12,14,11,11,30,25,49,32,14,6,7,5,5,10,11,18,28,11,9,11,39,25,8,8,4,5,9,13,8,4,6,8,6,21,5,8,8,8,8,10,8,424,11,2,2,3,1,1,3,4,3,3,14,11,25,16,4,1,1,0,0,2,2,6,13,2,1,2,20,11,1,1,0,0,2,4,1,0,1,1,0,8,0,1,1,1,1,2,1,322
09jun2019,13,9,4,8,2,4,3,14,3,1,27,7,24,23,9,0,3,3,4,5,8,11,13,7,4,7,40,15,4,3,0,2,4,12,4,2,5,5,3,12,5,5,4,2,1,1,3,348,18,6,6,8,5,4,7,9,7,7,22,18,36,24,9,3,4,2,2,6,6,12,20,6,5,7,29,17,4,4,0,2,5,9,5,2,3,5,3,14,2,4,4,5,4,6,5,371,25,10,10,12,8,8,12,14,11,11,30,25,48,33,14,6,7,5,5,10,10,18,27,11,9,11,38,24,8,8,0,5,9,14,8,4,6,8,6,21,5,8,8,8,8,10,8,424,11,2,2,3,1,1,3,4,3,3,14,11,25,16,4,1,1,0,0,2,2,6,13,2,1,2,20,10,1,1,0,0,2,4,1,0,1,1,0,8,0,1,1,1,1,2,1,320
16jun2019,16,3,1,11,3,6,4,4,3,11,18,25,34,23,11,4,4,2,5,5,4,12,23,2,7,6,22,20,2,1,0,3,7,9,3,4,2,1,2,10,3,1,5,2,3,5,5,357,18,6,6,7,4,4,8,9,7,7,22,18,36,24,9,3,4,3,2,6,6,12,20,7,5,6,29,17,4,4,0,2,5,9,4,2,3,5,3,14,3,4,4,5,4,5,5,366,25,10,10,12,8,8,12,14,11,11,30,26,47,32,14,6,7,5,5,10,11,17,28,11,9,11,38,24,8,8,0,5,9,14,8,4,6,8,6,20,5,8,8,8,7,9,8,417,11,2,2,3,1,1,3,4,3,3,14,11,25,16,4,1,1,0,0,2,2,6,13,3,2,2,20,10,1,1,0,0,2,4,1,0,1,1,0,8,0,1,1,1,1,2,1,318
23jun2019,20,7,5,7,3,2,9,9,10,7,23,21,38,20,5,2,1,1,5,5,3,9,22,4,4,5,34,14,2,5,0,2,5,10,3,1,4,4,4,14,3,1,6,4,3,7,3,376,18,6,5,7,5,4,8,8,6,7,21,19,34,24,9,4,4,3,2,6,6,11,19,6,5,6,29,17,4,4,0,2,5,9,4,2,3,5,3,14,2,4,4,4,4,6,4,364,25,10,9,12,8,8,12,13,11,11,29,26,46,32,14,7,7,5,5,10,10,17,27,10,9,10,38,24,8,8,0,5,8,13,8,4,6,8,7,20,5,8,8,8,8,10,8,415,11,2,2,3,1,1,3,4,2,3,14,12,24,16,4,1,1,0,0,2,2,6,12,2,2,2,20,11,1,1,0,0,1,4,1,0,0,1,0,8,0,1,1,1,1,2,1,316
30jun2019,13,3,3,12,3,1,6,10,11,4,27,19,38,24,10,5,3,4,0,8,6,17,23,6,4,3,44,14,4,2,1,1,5,8,6,1,5,3,2,16,3,2,5,3,3,7,4,402,18,6,5,7,5,4,8,9,6,6,21,18,33,24,9,3,4,3,3,6,6,11,18,6,5,6,29,17,4,5,0,2,5,8,4,2,3,4,3,14,2,4,5,5,4,5,5,354,25,10,9,12,8,8,12,14,11,11,28,26,44,32,14,6,7,5,5,10,10,17,26,10,9,10,39,24,8,8,0,4,8,13,8,4,6,8,7,20,5,7,8,8,7,9,8,407,11,2,2,3,1,1,3,4,2,2,13,12,22,16,4,1,1,0,0,2,2,6,12,2,1,2,20,10,1,1,0,0,1,4,1,0,1,1,1,7,0,1,1,1,1,2,1,305
07jul2019,14,5,5,7,9,4,11,10,2,5,25,19,35,28,6,3,1,3,1,5,4,12,29,3,5,5,22,20,5,5,2,2,9,9,0,1,4,4,5,17,3,1,7,7,1,4,4,388,18,6,5,8,5,4,8,9,6,6,21,19,32,24,8,3,3,3,3,6,6,11,19,5,5,6,28,17,4,5,0,2,5,8,4,2,3,5,3,14,3,4,5,5,4,5,5,356,25,9,9,12,8,8,13,14,11,10,29,26,44,32,14,6,6,5,6,10,10,16,26,9,8,11,38,24,8,8,0,4,8,13,7,4,6,8,7,21,6,7,8,8,7,9,9,407,11,2,2,3,1,1,3,4,2,2,13,12,22,16,4,0,1,0,0,2,2,6,12,2,1,2,19,10,1,1,0,0,1,4,1,0,1,1,0,8,0,1,1,1,1,2,2,307
14jul2019,19,4,4,5,5,3,7,11,8,10,22,23,38,26,10,5,1,1,2,6,7,13,23,5,6,7,27,13,4,6,0,3,5,9,4,6,1,2,0,11,2,3,3,6,5,4,5,390,19,5,5,8,5,4,7,9,7,6,20,19,33,23,8,3,3,3,3,6,6,11,18,6,4,7,28,17,4,4,0,2,4,8,4,2,3,4,3,14,3,4,5,5,3,5,5,354,26,9,9,12,8,7,12,14,11,11,28,26,45,32,13,6,6,5,6,10,10,16,26,10,8,12,38,24,7,8,0,4,7,13,7,4,6,8,7,21,5,7,8,8,6,9,8,407,12,2,2,3,1,1,3,4,3,2,13,12,22,15,4,0,1,0,0,2,2,5,11,2,1,2,19,11,1,1,0,0,1,4,1,0,1,1,0,8,0,1,1,1,1,2,1,303
21jul2019,13,3,6,8,4,2,8,9,8,6,21,18,46,29,5,3,2,5,2,6,8,5,22,1,6,7,30,19,4,6,2,2,5,14,5,2,1,8,0,14,2,5,7,3,4,2,4,392,18,5,5,7,5,4,7,9,6,6,19,19,33,23,8,3,3,3,3,6,6,10,18,5,4,7,28,17,4,5,2,2,4,8,4,2,3,4,3,14,2,4,5,4,3,5,5,347,25,9,9,12,8,7,12,14,10,10,27,27,44,31,13,6,6,6,6,10,11,16,25,9,8,12,37,24,8,8,4,4,8,13,7,4,6,7,7,21,5,7,8,8,6,9,8,399,11,2,2,3,1,1,3,4,2,2,12,12,22,15,3,0,0,0,0,2,2,5,11,2,1,3,19,10,1,1,0,0,1,4,1,0,0,1,1,8,0,1,1,1,1,2,1,297
28jul2019,17,5,7,9,5,5,11,5,4,5,16,25,33,20,8,5,4,3,1,8,4,6,21,5,3,6,27,19,5,3,0,2,5,6,7,3,3,6,2,22,1,3,4,0,6,7,5,377,17,6,5,7,4,4,7,9,6,6,19,19,33,23,8,3,3,3,3,6,6,10,18,5,4,6,27,17,4,4,0,2,5,8,4,2,3,4,3,13,2,4,5,5,4,5,5,344,23,10,9,11,8,7,12,14,10,9,26,26,45,31,12,5,6,5,6,10,10,16,25,9,8,11,36,24,7,8,0,4,8,13,7,4,6,7,7,20,5,7,8,8,7,9,8,394,10,2,1,3,1,1,3,4,2,2,12,12,23,15,3,0,1,0,0,2,2,5,11,2,1,2,18,10,1,1,0,0,1,4,1,0,0,1,1,7,0,1,1,1,1,2,1,296
04aug2019,14,2,3,11,9,3,6,11,5,5,11,16,37,26,9,4,5,2,3,6,10,10,17,8,3,7,27,17,7,7,4,4,4,6,2,2,5,0,2,16,3,4,4,2,2,6,4,371,16,6,5,7,5,4,7,9,6,6,19,18,33,23,8,3,3,2,3,6,6,10,18,5,4,7,27,17,4,4,2,2,5,8,4,2,3,4,0,14,2,4,5,5,4,5,5,342,23,9,8,11,8,7,12,14,10,10,26,25,44,31,13,5,6,5,6,10,10,16,24,9,7,11,36,24,7,7,4,4,8,13,7,4,6,7,0,20,5,8,9,8,7,9,9,394,10,2,1,3,1,1,3,4,2,2,12,11,22,15,3,0,0,0,0,2,2,5,11,2,1,2,18,10,1,1,0,0,1,4,1,0,1,1,0,8,0,1,1,1,1,2,2,293
11aug2019,18,4,7,10,3,4,6,4,6,8,15,19,26,16,10,1,2,0,1,12,5,5,20,6,2,7,26,20,2,0,0,3,4,4,7,0,3,0,2,15,7,6,4,0,4,8,4,336,17,6,5,7,5,4,7,9,7,6,19,18,35,23,8,3,3,2,3,6,6,10,19,5,4,7,27,17,4,4,2,2,5,8,4,2,3,4,3,14,3,5,5,5,4,5,5,353,24,10,9,12,8,7,12,15,11,10,27,25,46,31,13,6,6,5,6,10,11,16,26,9,7,11,36,24,7,7,4,4,8,12,7,4,6,7,7,21,6,8,8,9,7,9,9,405,10,2,2,3,1,1,3,4,3,2,12,11,24,15,4,0,1,0,0,2,2,5,12,2,1,2,18,11,1,1,0,0,1,3,1,0,1,1,0,8,0,1,1,2,1,2,2,303
18aug2019,15,5,8,8,5,9,5,8,9,10,17,13,32,22,6,5,4,1,1,10,3,8,10,2,6,5,24,19,0,2,2,2,3,10,1,1,0,3,0,7,2,6,3,5,2,5,6,330,16,5,5,7,4,4,7,9,6,6,20,19,35,23,8,3,4,2,3,6,7,10,19,5,4,7,27,17,4,4,2,2,5,8,4,2,3,4,3,14,3,4,5,5,4,6,5,354,23,9,9,12,8,7,12,14,11,10,28,26,48,32,13,6,7,5,6,10,11,16,26,9,7,11,37,24,7,7,4,5,9,13,7,5,6,8,6,21,5,8,9,8,7,10,9,411,10,2,2,3,1,1,3,4,2,2,13,12,24,15,3,1,1,0,0,2,2,5,11,2,1,2,19,11,1,1,0,0,2,4,1,0,1,1,0,8,0,1,2,1,1,2,2,301
25aug2019,23,1,8,5,2,7,5,13,4,8,14,8,28,18,10,3,8,3,5,6,6,9,28,11,4,7,21,13,4,3,1,3,7,13,4,2,2,1,3,11,3,2,6,2,6,7,1,359,16,5,5,7,4,4,8,9,6,6,19,19,35,23,8,3,4,2,3,6,6,11,19,6,4,6,28,17,4,4,2,2,5,8,4,2,3,0,3,14,2,4,5,5,4,7,5,355,23,9,9,12,7,7,12,14,11,10,27,26,47,31,13,6,7,4,6,10,11,16,26,9,8,11,37,23,8,7,4,5,9,13,7,4,6,0,6,20,5,8,9,8,7,11,9,410,10,2,2,3,1,1,3,4,2,2,12,12,24,15,4,1,1,0,0,2,2,5,11,2,1,2,19,10,1,1,0,0,1,4,1,0,1,0,0,7,0,1,2,1,1,3,2,302
